,gene_id,name,family,class
3728,LOC_Os09g11480,OsEREB143,AP2-EREBP,TF
3729,LOC_Os04g46440,OsEREB72,AP2-EREBP,TF
3730,LOC_Os03g60120,OsEREB57,AP2-EREBP,TF
3731,LOC_Os02g38090,OsEREB27,AP2-EREBP,TF
3732,LOC_Os11g13840,OsEREB163,AP2-EREBP,TF
3733,LOC_Os06g06540,OsEREB100,AP2-EREBP,TF
3734,LOC_Os10g22600,OsEREB154,AP2-EREBP,TF
3735,LOC_Os07g42510,OsEREB126,AP2-EREBP,TF
3736,LOC_Os03g08490,OsEREB48,AP2-EREBP,TF
3737,LOC_Os02g09650,OsEREB18,AP2-EREBP,TF
3738,LOC_Os02g34260,OsEREB24,AP2-EREBP,TF
3739,LOC_Os05g36100,OsEREB90,AP2-EREBP,TF
3740,LOC_Os06g05340,OsEREB99,AP2-EREBP,TF
3741,LOC_Os02g43970,OsEREB32,AP2-EREBP,TF
3742,LOC_Os12g41030,OsEREB168,AP2-EREBP,TF
3743,LOC_Os06g09760,OsEREB106,AP2-EREBP,TF
3744,LOC_Os09g25600,OsEREB146,AP2-EREBP,TF
3745,LOC_Os02g51670,OsEREB36,AP2-EREBP,TF
3746,LOC_Os05g28350,OsEREB85,AP2-EREBP,TF
3747,LOC_Os04g46240,OsEREB68,AP2-EREBP,TF
3748,LOC_Os02g35240,OsEREB26,AP2-EREBP,TF
3749,LOC_Os05g32270,OsEREB88,AP2-EREBP,TF
3750,LOC_Os06g40150,OsEREB114,AP2-EREBP,TF
3751,LOC_Os03g08460,OsEREB46,AP2-EREBP,TF
3752,LOC_Os10g25170,OsEREB155,AP2-EREBP,TF
3753,LOC_Os09g39810,OsEREB152,AP2-EREBP,TF
3754,LOC_Os03g07940,OsEREB45,AP2-EREBP,TF
3755,LOC_Os04g34970,OsEREB63,AP2-EREBP,TF
3756,LOC_Os05g41760,OsEREB92,AP2-EREBP,TF
3757,LOC_Os09g11460,OsEREB142,AP2-EREBP,TF
3758,LOC_Os02g45420,OsEREB33,AP2-EREBP,TF
3759,LOC_Os02g54050,OsEREB38,AP2-EREBP,TF
3760,LOC_Os07g47790,OsEREB128,AP2-EREBP,TF
3761,LOC_Os08g43200,OsEREB138,AP2-EREBP,TF
3762,LOC_Os05g39590,OsEREB91,AP2-EREBP,TF
3763,LOC_Os11g19060,OsEREB164,AP2-EREBP,TF
3764,LOC_Os09g20350,OsEREB145,AP2-EREBP,TF
3765,LOC_Os02g43940,OsEREB31,AP2-EREBP,TF
3766,LOC_Os09g28440,OsEREB148,AP2-EREBP,TF
3767,LOC_Os01g54890,OsEREB10,AP2-EREBP,TF
3768,LOC_Os05g49700,OsEREB97,AP2-EREBP,TF
3769,LOC_Os03g08470,OsEREB47,AP2-EREBP,TF
3770,LOC_Os06g09810,OsEREB108,AP2-EREBP,TF
3771,LOC_Os01g46870,OsEREB8,AP2-EREBP,TF
3772,LOC_Os06g36000,OsEREB113,AP2-EREBP,TF
3773,LOC_Os01g12440,OsEREB6,AP2-EREBP,TF
3774,LOC_Os04g46410,OsEREB71,AP2-EREBP,TF
3775,LOC_Os01g49830,OsEREB9,AP2-EREBP,TF
3776,LOC_Os05g45954,OsEREB94,AP2-EREBP,TF
3777,LOC_Os11g06770,OsEREB162,AP2-EREBP,TF
3778,LOC_Os08g07440,OsEREB129,AP2-EREBP,TF
3779,LOC_Os03g12950,OsEREB51,AP2-EREBP,TF
3780,LOC_Os04g52090,OsEREB75,AP2-EREBP,TF
3781,LOC_Os04g48350,OsEREB74,AP2-EREBP,TF
3782,LOC_Os04g55970,OsEREB78,AP2-EREBP,TF
3783,LOC_Os01g59780,OsEREB12,AP2-EREBP,TF
3784,LOC_Os03g64260,OsEREB59,AP2-EREBP,TF
3785,LOC_Os02g55380,OsEREB40,AP2-EREBP,TF
3786,LOC_Os06g42990,OsEREB115,AP2-EREBP,TF
3787,LOC_Os05g34730,OsEREB89,AP2-EREBP,TF
3788,LOC_Os02g54160,OsEREB39,AP2-EREBP,TF
3789,LOC_Os06g08340,OsEREB103,AP2-EREBP,TF
3790,LOC_Os02g42585,,AP2-EREBP,TF
3791,LOC_Os03g09170,OsEREB50,AP2-EREBP,TF
3792,LOC_Os08g36920,OsEREB135,AP2-EREBP,TF
3793,LOC_Os03g08500,OsEREB49,AP2-EREBP,TF
3794,LOC_Os02g06330,OsEREB17,AP2-EREBP,TF
3795,LOC_Os06g11940,OsEREB111,AP2-EREBP,TF
3796,LOC_Os10g26590,OsEREB156,AP2-EREBP,TF
3797,LOC_Os04g46400,OsEREB70,AP2-EREBP,TF
3798,LOC_Os08g07700,OsEREB130,AP2-EREBP,TF
3799,LOC_Os07g38750,OsEREB125,AP2-EREBP,TF
3800,LOC_Os07g03250,OsEREB119,AP2-EREBP,TF
3801,LOC_Os01g04750,OsEREB2,AP2-EREBP,TF
3802,LOC_Os02g43790,OsEREB29,AP2-EREBP,TF
3803,LOC_Os07g13170,OsEREB122,AP2-EREBP,TF
3804,LOC_Os01g04800,OsEREB3,AP2-EREBP,TF
3805,LOC_Os12g40960,OsEREB167,AP2-EREBP,TF
3806,LOC_Os07g12510,OsEREB121,AP2-EREBP,TF
3807,LOC_Os10g41130,OsEREB159,AP2-EREBP,TF
3808,LOC_Os01g21120,OsEREB7,AP2-EREBP,TF
3809,LOC_Os04g32620,OsEREB61,AP2-EREBP,TF
3810,LOC_Os05g37640,,AP2-EREBP,TF
3811,LOC_Os05g29810,OsEREB87,AP2-EREBP,TF
3812,LOC_Os08g45110,OsEREB141,AP2-EREBP,TF
3813,LOC_Os05g47650,OsEREB95,AP2-EREBP,TF
3814,LOC_Os08g27220,OsEREB131,AP2-EREBP,TF
3815,LOC_Os10g30840,OsEREB157,AP2-EREBP,TF
3816,LOC_Os04g44670,OsEREB66,AP2-EREBP,TF
3817,LOC_Os07g22770,OsEREB124,AP2-EREBP,TF
3818,LOC_Os08g44960,OsEREB140,AP2-EREBP,TF
3819,LOC_Os04g56150,OsEREB79,AP2-EREBP,TF
3820,LOC_Os06g09717,OsEREB105,AP2-EREBP,TF
3821,LOC_Os03g07830,OsEREB44,AP2-EREBP,TF
3822,LOC_Os03g05590,OsEREB42,AP2-EREBP,TF
3823,LOC_Os01g73770,OsEREB16,AP2-EREBP,TF
3824,LOC_Os06g07030,OsEREB102,AP2-EREBP,TF
3825,LOC_Os12g03290,OsEREB165,AP2-EREBP,TF
3826,LOC_Os09g13940,OsEREB144,AP2-EREBP,TF
3827,LOC_Os02g40070,OsEREB28,AP2-EREBP,TF
3828,LOC_Os02g32040,OsEREB22,AP2-EREBP,TF
3829,LOC_Os04g18650,OsEREB60,AP2-EREBP,TF
3830,LOC_Os07g47330,OsEREB127,AP2-EREBP,TF
3831,LOC_Os04g55520,OsEREB76,AP2-EREBP,TF
3832,LOC_Os02g52670,OsEREB37,AP2-EREBP,TF
3833,LOC_Os03g19900,OsEREB53,AP2-EREBP,TF
3834,LOC_Os11g03540,OsEREB161,AP2-EREBP,TF
3835,LOC_Os07g10410,OsEREB120,AP2-EREBP,TF
3836,LOC_Os06g43220,OsEREB116,AP2-EREBP,TF
3837,LOC_Os06g44750,OsEREB117,AP2-EREBP,TF
3838,LOC_Os08g34360,OsEREB133,AP2-EREBP,TF
3839,LOC_Os03g15660,OsEREB52,AP2-EREBP,TF
3840,LOC_Os01g58420,OsEREB11,AP2-EREBP,TF
3841,LOC_Os04g46220,OsEREB67,AP2-EREBP,TF
3842,LOC_Os08g43210,OsEREB139,AP2-EREBP,TF
3843,LOC_Os08g35240,OsEREB134,AP2-EREBP,TF
3844,LOC_Os04g57340,OsEREB80,AP2-EREBP,TF
3845,LOC_Os01g07120,OsEREB4,AP2-EREBP,TF
3846,LOC_Os04g55560,OsEREB77,AP2-EREBP,TF
3847,Bradi2g59480,BdARF10,ARF,TF
3848,Bradi4g07470,BdARF18,ARF,TF
3849,Bradi1g34340,BdARF3,ARF,TF
3850,Bradi3g28950,BdARF13,ARF,TF
3851,Bradi2g16610,BdARF6,ARF,TF
3852,Bradi4g01730,BdARF17,ARF,TF
3853,Bradi2g50120,BdARF9,ARF,TF
3854,Bradi3g03407,BdARF11,ARF,TF
3855,Bradi2g19867,BdARF7,ARF,TF
3856,Bradi1g32547,BdARF1,ARF,TF
3857,Bradi3g49320,BdARF16,ARF,TF
3858,Bradi2g46190,BdARF8,ARF,TF
3859,Bradi2g08120,BdARF5,ARF,TF
3860,Bradi5g25767,BdARF23,ARF,TF
3861,Bradi3g45880,BdARF15,ARF,TF
3862,Bradi5g10950,BdARF20,ARF,TF
3863,Bradi1g33160,BdARF2,ARF,TF
3864,Bradi3g04920,BdARF12,ARF,TF
3865,Bradi3g40437,BdARF14,ARF,TF
3866,Bradi5g25157,BdARF22,ARF,TF
3867,Bradi1g46602,BdARF4,ARF,TF
3868,Bradi4g17410,BdARF19,ARF,TF
3869,Bradi5g15904,BdARF21,ARF,TF
3870,Bradi5g27400,BdARF24,ARF,TF
3871,Sb03g034850,SbARF11,ARF,TF
3872,Sb07g027080,SbARF24,ARF,TF
3873,Sb06g017490,SbARF19,ARF,TF
3874,Sb04g004430,SbARF14,ARF,TF
3875,Sb10g006440,SbARF2,ARF,TF
3876,Sb01g019130,SbARF6,ARF,TF
3877,Sb04g022830,SbARF15,ARF,TF
3878,Sb04g003240,SbARF13,ARF,TF
3879,Sb02g032210,SbARF7,ARF,TF
3880,Sb10g029130,SbARF5,ARF,TF
3881,Sb03g030740,SbARF10,ARF,TF
3882,Sb03g000530,SbARF9,ARF,TF
3883,Sb03g044630,SbARF12,ARF,TF
3884,Sb06g022810,SbARF20,ARF,TF
3885,Sb09g028450,SbARF1,ARF,TF
3886,Sb08g014320,SbARF25,ARF,TF
3887,Sb09g025500,SbARF27,ARF,TF
3888,Sb06g031900,SbARF21,ARF,TF
3889,Sb04g026610,SbARF16,ARF,TF
3890,Sb06g032500,SbARF22,ARF,TF
3891,Sb08g021460,SbARF26,ARF,TF
3892,Sb06g033970,SbARF23,ARF,TF
3893,Sb10g027790,SbARF4,ARF,TF
3894,Sb06g011767,SbARF18,ARF,TF
3895,Sb05g019540,SbARF17,ARF,TF
3896,Sb02g039703,SbARF8,ARF,TF
3897,Sb10g027220,SbARF3,ARF,TF
3898,SCCCCL3005F04.b,ScARF36,ARF,TF
3899,PTSo00106.1,ScARF19,ARF,TF
3900,SCEZLB1008F08.g,ScARF45,ARF,TF
3901,PTSo00005.1,ScABI15,ARF,TF
3902,PTSo00105.1,ScARF29,ARF,TF
3903,PTSo00109.1,ScARF32,ARF,TF
3904,PTSo00103.1,ScARF8,ARF,TF
3905,SCSFST1064B01.g,ScARF35,ARF,TF
3906,PTSo00098.1,ScARF33,ARF,TF
3907,PTSo00099.1,ScARF12,ARF,TF
3908,PTSo00122.1,ScARF21,ARF,TF
3909,SCCCRZ1C01C08.g,ScARF34,ARF,TF
3910,SCCCLR1022F12.g,ScARF47,ARF,TF
3911,PTSo00124.1,ScARF28,ARF,TF
3912,SCEPAM2015F01.g,ScARF43,ARF,TF
3913,PTSo00125.1,ScARF15,ARF,TF
3914,PTSo00102.1,ScARF30,ARF,TF
3915,SCEQRT2025A12.g,ScARF38,ARF,TF
3916,PTSo00116.1,ScARF27,ARF,TF
3917,PTSo00107.1,ScARF1,ARF,TF
3918,PTSo00111.1,ScARF22,ARF,TF
3919,SCEZLR1009A01.g,ScARF37,ARF,TF
3920,PTSo00118.1,ScARF14,ARF,TF
3921,SCEQSB1C02H08.g,ScARF44,ARF,TF
3922,PTSo00117.1,ScARF11,ARF,TF
3923,PTSo00034.1,ScABI17,ARF,TF
3924,SCBGAD1027A11.g,ScARF39,ARF,TF
3925,PTSo00100.1,ScARF9,ARF,TF
3926,PTSo00123.1,ScARF20,ARF,TF
3927,PTSo00128.1,ScARF4,ARF,TF
3928,PTSo00127.1,ScARF24,ARF,TF
3929,PTSo00112.1,ScARF7,ARF,TF
3930,SCCCLR1024F10.g,ScARF46,ARF,TF
3931,PTSo00101.1,ScARF13,ARF,TF
3932,PTSo00104.1,ScARF16,ARF,TF
3933,SCEPRT2043E06.g,ScARF48,ARF,TF
3934,PTSo00126.1,ScARF2,ARF,TF
3935,PTSo00113.1,ScARF23,ARF,TF
3936,PTSo00114.1,ScARF18,ARF,TF
3937,PTSo00108.1,ScARF10,ARF,TF
3938,PTSo00115.1,ScARF3,ARF,TF
3939,PTSo00129.1,ScARF5,ARF,TF
3940,PTSo00121.1,ScARF26,ARF,TF
3941,PTSo00130.1,ScARF6,ARF,TF
3942,PTSo00110.1,ScARF31,ARF,TF
3943,PTSo00120.1,ScARF25,ARF,TF
3944,PTSo00119.1,ScARF17,ARF,TF
3945,SCVPLR2027A05.g,ScARF41,ARF,TF
3946,LOC_Os01g54990,OsARF3,ARF,TF
3947,LOC_Os02g06910,OsARF6,ARF,TF
3948,LOC_Os06g47150,OsARF18,ARF,TF
3949,LOC_Os04g59430,OsARF13,ARF,TF
3950,LOC_Os04g56850,OsARF11,ARF,TF
3951,LOC_Os08g40900,OsARF21,ARF,TF
3952,LOC_Os01g13520,OsARF1,ARF,TF
3953,LOC_Os01g48060,OsARF2,ARF,TF
3954,LOC_Os02g35140,OsARF7,ARF,TF
3955,LOC_Os02g41800,OsARF8,ARF,TF
3956,LOC_Os04g36054,OsARF9,ARF,TF
3957,LOC_Os07g08600,OsARF26,ARF,TF
3958,LOC_Os04g57610,OsARF12,ARF,TF
3959,LOC_Os07g08540,OsARF27,ARF,TF
3960,LOC_Os06g46410,OsARF17,ARF,TF
3961,LOC_Os12g41950,OsARF25,ARF,TF
3962,LOC_Os06g09660,OsARF16,ARF,TF
3963,LOC_Os02g04810,OsARF5,ARF,TF
3964,LOC_Os10g33940,OsARF22,ARF,TF
3965,LOC_Os11g32110,OsARF23,ARF,TF
3966,LOC_Os06g48950,OsARF19,ARF,TF
3967,LOC_Os12g29520,OsARF24,ARF,TF
3968,LOC_Os05g43920,OsARF14,ARF,TF
3969,LOC_Os01g70270,OsARF4,ARF,TF
3970,LOC_Os05g48870,OsARF15,ARF,TF
3971,LOC_Os04g43910,OsARF10,ARF,TF
3972,LOC_Os07g08520,OsARF20,ARF,TF
3973,Bradi3g12490,BdC2H3,C2H2,TF
3974,Bradi1g02410,BdC2H1,C2H2,TF
3975,Bradi5g27290,BdC2H5,C2H2,TF
3976,Bradi1g68730,BdC2H2,C2H2,TF
3977,Bradi3g46570,BdC2H4,C2H2,TF
3978,Sb01g041630,SbC2H2,C2H2,TF
3979,Sb08g001310,SbC2H6,C2H2,TF
3980,Sb04g022470,SbC2H3,C2H2,TF
3981,Sb04g023670,SbC2H4,C2H2,TF
3982,Sb09g002060,SbC2H7,C2H2,TF
3983,Sb01g001950,SbC2H1,C2H2,TF
3984,Sb07g023890,SbC2H5,C2H2,TF
3985,PTSo00320.1,ScC2H9,C2H2,TF
3986,PTSo00302.1,ScC2H5,C2H2,TF
3987,PTSo00306.1,ScC2H25,C2H2,TF
3988,SCEPLB1042E05.g,ScC2H59,C2H2,TF
3989,SCRUHR1073H07.g,ScC2H40,C2H2,TF
3990,SCRURT2008F06.g,ScC2H54,C2H2,TF
3991,SCSGAM1094E09.g,ScC2H42,C2H2,TF
3992,SCBFRT3092F02.g,ScC2H27,C2H2,TF
3993,PTSo00301.1,ScC2H20,C2H2,TF
3994,PTSo00311.1,ScC2H7,C2H2,TF
3995,SCQSLR1040E10.g,ScC2H75,C2H2,TF
3996,SCEQRT1029A09.g,ScC2H58,C2H2,TF
3997,LOC_Os04g08290,OsC2H43,C2H2,TF
3998,LOC_Os03g13400,OsC2H26,C2H2,TF
3999,LOC_Os02g36360,OsC2H18,C2H2,TF
4000,LOC_Os08g44830,OsC2H85,C2H2,TF
4001,LOC_Os03g62230,OsC2H40,C2H2,TF
4002,LOC_Os12g38940,OsC2H107,C2H2,TF
4003,LOC_Os12g07280,OsC2H105,C2H2,TF
4004,LOC_Os12g38960,OsC2H109,C2H2,TF
4005,LOC_Os02g34680,OsC2H17,C2H2,TF
4006,Bradi2g37130,BdDOF13,C2C2-Dof,TF
4007,Bradi1g07600,BdDOF2,C2C2-Dof,TF
4008,Bradi1g26570,BdDOF6,C2C2-Dof,TF
4009,Bradi3g52880,BdDOF22,C2C2-Dof,TF
4010,Bradi4g04260,BdDOF24,C2C2-Dof,TF
4011,Bradi1g15420,BdDOF4,C2C2-Dof,TF
4012,Bradi2g55980,BdDOF16,C2C2-Dof,TF
4013,Bradi1g03710,BdDOF1,C2C2-Dof,TF
4014,Bradi3g25670,BdDOF18,C2C2-Dof,TF
4015,Bradi1g73710,BdDOF8,C2C2-Dof,TF
4016,Bradi3g38980,BdDOF20,C2C2-Dof,TF
4017,Bradi3g56380,BdDOF23,C2C2-Dof,TF
4018,Bradi2g10640,BdDOF10,C2C2-Dof,TF
4019,Bradi5g18640,BdDOF26,C2C2-Dof,TF
4020,Bradi2g46300,BdDOF14,C2C2-Dof,TF
4021,Bradi2g62380,BdDOF17,C2C2-Dof,TF
4022,Bradi2g19930,BdDOF11,C2C2-Dof,TF
4023,Bradi1g66597,BdDOF7,C2C2-Dof,TF
4024,Bradi1g14570,BdDOF3,C2C2-Dof,TF
4025,Bradi5g26240,BdDOF27,C2C2-Dof,TF
4026,Bradi4g33000,BdDOF25,C2C2-Dof,TF
4027,Bradi3g29940,BdDOF19,C2C2-Dof,TF
4028,Bradi2g24040,BdDOF12,C2C2-Dof,TF
4029,Bradi1g17410,BdDOF5,C2C2-Dof,TF
4030,Bradi3g51510,BdDOF21,C2C2-Dof,TF
4031,Bradi2g09720,BdDOF9,C2C2-Dof,TF
4032,Bradi2g50370,BdDOF15,C2C2-Dof,TF
4033,Sb03g011160,SbDOF14,C2C2-Dof,TF
4034,Sb08g018760,SbDOF26,C2C2-Dof,TF
4035,Sb03g003050,SbDOF12,C2C2-Dof,TF
4036,Sb06g033010,SbDOF23,C2C2-Dof,TF
4037,Sb01g007110,SbDOF2,C2C2-Dof,TF
4038,Sb09g025450,SbDOF29,C2C2-Dof,TF
4039,Sb02g027480,SbDOF9,C2C2-Dof,TF
4040,Sb01g003210,SbDOF1,C2C2-Dof,TF
4041,Sb07g028850,SbDOF24,C2C2-Dof,TF
4042,Sb08g000330,SbDOF25,C2C2-Dof,TF
4043,Sb03g035080,SbDOF16,C2C2-Dof,TF
4044,Sb02g034320,SbDOF10,C2C2-Dof,TF
4045,Sb01g015610,SbDOF4,C2C2-Dof,TF
4046,Sb05g000310,SbDOF21,C2C2-Dof,TF
4047,Sb09g021690,SbDOF28,C2C2-Dof,TF
4048,Sb04g029300,SbDOF18,C2C2-Dof,TF
4049,Sb01g045840,SbDOF8,C2C2-Dof,TF
4050,Sb02g043310,SbDOF11,C2C2-Dof,TF
4051,Sb03g040860,SbDOF17,C2C2-Dof,TF
4052,Sb01g018240,SbDOF5,C2C2-Dof,TF
4053,Sb06g025680,SbDOF22,C2C2-Dof,TF
4054,Sb01g014530,SbDOF3,C2C2-Dof,TF
4055,Sb03g030850,SbDOF15,C2C2-Dof,TF
4056,Sb01g039550,SbDOF7,C2C2-Dof,TF
4057,Sb04g030420,SbDOF19,C2C2-Dof,TF
4058,Sb01g022330,SbDOF6,C2C2-Dof,TF
4059,Sb03g010280,SbDOF13,C2C2-Dof,TF
4060,Sb08g019830,SbDOF27,C2C2-Dof,TF
4061,Sb04g032040,SbDOF20,C2C2-Dof,TF
4062,SCRLLR1111E05.g,ScDOF22,C2C2-Dof,TF
4063,SCQGAM2110B09.g,ScDOF16,C2C2-Dof,TF
4064,SCMCCL6053D03.g,ScDOF25,C2C2-Dof,TF
4065,SCSFSD1067B09.g,ScDOF21,C2C2-Dof,TF
4066,SCRLSD1009A05.g,ScDOF23,C2C2-Dof,TF
4067,SCRFRZ3056G07.g,ScDOF2,C2C2-Dof,TF
4068,SCRLFL4026C11.g,ScDOF20,C2C2-Dof,TF
4069,SCCCCL4006D10.g,ScDOF15,C2C2-Dof,TF
4070,SCMCRT2088G09.g,ScDOF6,C2C2-Dof,TF
4071,SCEPAM1021G03.g,ScDOF13,C2C2-Dof,TF
4072,SCMCCL6052D03.g,ScDOF18,C2C2-Dof,TF
4073,PTSo00282.1,ScDOF3,C2C2-Dof,TF
4074,SCBGLR1116H02.g,ScDOF1,C2C2-Dof,TF
4075,SCBGLR1003E02.g,ScDOF7,C2C2-Dof,TF
4076,SCRLAD1136C12.g,ScDOF4,C2C2-Dof,TF
4077,PTSo00279.1,ScDOF8,C2C2-Dof,TF
4078,PTSo00283.1,ScDOF5,C2C2-Dof,TF
4079,SCSFLR2009D11.g,ScDOF9,C2C2-Dof,TF
4080,SCJLRT1023F12.g,ScDOF24,C2C2-Dof,TF
4081,PTSo00281.1,ScDOF19,C2C2-Dof,TF
4082,PTSo00284.1,ScDOF11,C2C2-Dof,TF
4083,SCJLRT1020F01.g,ScDOF10,C2C2-Dof,TF
4084,PTSo00280.1,ScDOF26,C2C2-Dof,TF
4085,SCEQAD1017B09.g,ScDOF14,C2C2-Dof,TF
4086,SCUTLR1058F07.g,ScDOF17,C2C2-Dof,TF
4087,LOC_Os03g16850,OsDOF12,C2C2-Dof,TF
4088,LOC_Os07g32510,OsDOF23,C2C2-Dof,TF
4089,LOC_Os08g38220,OsDOF25,C2C2-Dof,TF
4090,LOC_Os10g35300,OsDOF28,C2C2-Dof,TF
4091,LOC_Os07g13260,OsDOF22,C2C2-Dof,TF
4092,LOC_Os07g48570,OsDOF24,C2C2-Dof,TF
4093,LOC_Os02g15350,OsDOF7,C2C2-Dof,TF
4094,LOC_Os01g15900,OsDOF2,C2C2-Dof,TF
4095,LOC_Os05g36900,OsDOF20,C2C2-Dof,TF
4096,LOC_Os02g45200,OsDOF8,C2C2-Dof,TF
4097,LOC_Os12g38200,OsDOF29,C2C2-Dof,TF
4098,LOC_Os03g07360,OsDOF11,C2C2-Dof,TF
4099,LOC_Os02g47810,OsDOF9,C2C2-Dof,TF
4100,LOC_Os03g55610,OsDOF15,C2C2-Dof,TF
4101,LOC_Os01g64590,OsDOF6,C2C2-Dof,TF
4102,LOC_Os01g55340,OsDOF5,C2C2-Dof,TF
4103,LOC_Os04g58190,OsDOF18,C2C2-Dof,TF
4104,LOC_Os01g17000,OsDOF3,C2C2-Dof,TF
4105,LOC_Os03g42200,OsDOF14,C2C2-Dof,TF
4106,LOC_Os03g60630,OsDOF16,C2C2-Dof,TF
4107,LOC_Os03g38870,OsDOF13,C2C2-Dof,TF
4108,LOC_Os06g17410,OsDOF21,C2C2-Dof,TF
4109,LOC_Os01g09720,OsDOF1,C2C2-Dof,TF
4110,LOC_Os10g26620,OsDOF27,C2C2-Dof,TF
4111,LOC_Os02g49440,OsDOF10,C2C2-Dof,TF
4112,LOC_Os09g29960,OsDOF26,C2C2-Dof,TF
4113,LOC_Os12g39990,OsDOF30,C2C2-Dof,TF
4114,LOC_Os04g47990,OsDOF17,C2C2-Dof,TF
4115,LOC_Os01g48290,OsDOF4,C2C2-Dof,TF
4116,LOC_Os05g02150,OsDOF19,C2C2-Dof,TF
4117,Bradi3g41980,BdbZIP62,bZIP,TF
4118,Bradi4g42120,BdbZIP82,bZIP,TF
4119,Bradi5g14497,BdbZIP84,bZIP,TF
4120,Bradi3g31890,BdbZIP58,bZIP,TF
4121,Bradi1g30140,BdbZIP10,bZIP,TF
4122,Bradi2g21197,BdbZIP31,bZIP,TF
4123,Bradi1g43660,BdbZIP16,bZIP,TF
4124,Bradi3g06160,BdbZIP51,bZIP,TF
4125,Bradi2g21380,BdbZIP32,bZIP,TF
4126,Bradi2g52860,BdbZIP42,bZIP,TF
4127,Bradi3g05577,BdbZIP50,bZIP,TF
4128,Bradi2g15940,BdbZIP30,bZIP,TF
4129,Bradi4g27720,BdbZIP73,bZIP,TF
4130,Bradi2g06790,BdbZIP28,bZIP,TF
4131,Bradi4g43850,BdbZIP83,bZIP,TF
4132,Bradi4g24937,BdbZIP70,bZIP,TF
4133,Bradi1g35550,BdbZIP13,bZIP,TF
4134,Bradi2g55567,BdbZIP45,bZIP,TF
4135,Bradi1g63840,BdbZIP22,bZIP,TF
4136,Bradi1g19702,BdbZIP8,bZIP,TF
4137,Bradi3g02730,BdbZIP48,bZIP,TF
4138,Bradi2g10830,BdbZIP29,bZIP,TF
4139,Bradi1g12620,BdbZIP4,bZIP,TF
4140,Bradi1g76690,BdbZIP26,bZIP,TF
4141,Bradi1g29920,BdbZIP9,bZIP,TF
4142,Bradi2g38380,BdbZIP37,bZIP,TF
4143,Bradi3g41817,BdbZIP61,bZIP,TF
4144,Bradi2g04590,BdbZIP27,bZIP,TF
4145,Bradi1g07310,BdbZIP3,bZIP,TF
4146,Bradi2g55550,BdbZIP44,bZIP,TF
4147,Bradi3g07540,BdbZIP54,bZIP,TF
4148,Bradi1g04510,BdbZIP1,bZIP,TF
4149,Bradi2g23890,BdbZIP34,bZIP,TF
4150,Bradi3g38840,BdbZIP60,bZIP,TF
4151,Bradi4g27100,BdbZIP72,bZIP,TF
4152,Bradi4g22130,BdbZIP69,bZIP,TF
4153,Bradi4g35370,BdbZIP78,bZIP,TF
4154,Bradi3g15590,BdbZIP56,bZIP,TF
4155,Bradi3g57960,BdbZIP64,bZIP,TF
4156,Bradi3g06670,BdbZIP52,bZIP,TF
4157,Bradi3g07030,BdbZIP53,bZIP,TF
4158,Bradi4g32920,BdbZIP75,bZIP,TF
4159,Bradi2g56096,BdbZIP46,bZIP,TF
4160,Bradi1g46060,BdbZIP18,bZIP,TF
4161,Bradi3g09340,BdbZIP55,bZIP,TF
4162,Bradi1g55450,BdbZIP20,bZIP,TF
4163,Bradi1g64550,BdbZIP24,bZIP,TF
4164,Bradi4g33740,BdbZIP76,bZIP,TF
4165,Bradi2g25400,BdbZIP36,bZIP,TF
4166,Bradi4g35240,BdbZIP77,bZIP,TF
4167,Bradi1g17700,BdbZIP7,bZIP,TF
4168,Bradi1g17335,BdbZIP6,bZIP,TF
4169,Bradi4g41890,BdbZIP81,bZIP,TF
4170,Bradi4g32090,BdbZIP74,bZIP,TF
4171,Bradi2g21820,BdbZIP33,bZIP,TF
4172,Bradi1g17210,BdbZIP5,bZIP,TF
4173,Bradi1g36750,BdbZIP15,bZIP,TF
4174,Bradi1g31700,BdbZIP12,bZIP,TF
4175,Bradi2g40580,BdbZIP38,bZIP,TF
4176,Bradi3g02980,BdbZIP49,bZIP,TF
4177,Bradi3g56290,BdbZIP63,bZIP,TF
4178,Bradi2g53060,BdbZIP43,bZIP,TF
4179,Bradi1g30750,BdbZIP11,bZIP,TF
4180,Bradi1g54180,BdbZIP19,bZIP,TF
4181,Bradi4g39630,BdbZIP80,bZIP,TF
4182,Bradi4g02570,BdbZIP67,bZIP,TF
4183,Bradi1g43900,BdbZIP17,bZIP,TF
4184,Bradi3g38200,BdbZIP59,bZIP,TF
4185,Bradi3g00300,BdbZIP47,bZIP,TF
4186,Bradi4g36587,BdbZIP79,bZIP,TF
4187,Bradi3g22040,BdbZIP57,bZIP,TF
4188,Bradi4g04720,BdbZIP68,bZIP,TF
4189,Bradi1g64060,BdbZIP23,bZIP,TF
4190,Bradi1g05480,BdbZIP2,bZIP,TF
4191,Bradi1g68560,BdbZIP25,bZIP,TF
4192,Bradi2g50220,BdbZIP40,bZIP,TF
4193,Bradi5g23340,BdbZIP85,bZIP,TF
4194,Bradi2g52590,BdbZIP41,bZIP,TF
4195,Bradi4g00810,BdbZIP66,bZIP,TF
4196,Bradi3g60870,BdbZIP65,bZIP,TF
4197,Bradi2g45567,BdbZIP39,bZIP,TF
4198,Bradi1g63170,BdbZIP21,bZIP,TF
4199,Bradi1g35790,BdbZIP14,bZIP,TF
4200,Bradi2g24120,BdbZIP35,bZIP,TF
